dcat:Dataset,public,029:00,TRUE,"This dataset provide a count of Veteran by their religious affiliation and state of residence. The dataset set covers all 50 states, District of Columbia and other territories.",4b94ff43-3b72-4cd5-9894-ccfe8fc58716,2017-08-16,Religion; veterans,https://creativecommons.org/publicdomain/zero/1.0/,2017-08-16,029:086,Socioeconomics,Veteran Religious Affiliation by State,,,,,,,,,,,,NCVAS Mailbox,mailto:vancvas@va.gov,org:Organization,Department of Veterans Affairs,dcat:Distribution,https://www.data.va.gov/sites/default/files/NCVAS%20Religion%20by%20State.xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,xlsx,"<p>This dataset provide a count of Veteran by their religious affiliation and state of residence. The dataset set covers all 50 states, District of Columbia and other territories.</p>",NCVAS Religion By State,,
dcat:Dataset,public,029:00,TRUE,"This spreadsheet contains data from the 2015 American Community Survey and shows the demographic and socioeconomic characteristics of Veterans who live in rural and urban areas.  The spreadsheet includes variables like:  raw numbers, unemployment rate, disability rate, median personal income, age groups, period of service and other variables.",0950b2ee-a159-4321-a420-3ca83113993b,2017-08-15,Rural Veterans; veterans,https://creativecommons.org/publicdomain/zero/1.0/,2017-08-15,029:086,,Rural Veterans by State (2015),,,,,,,,,,,,Rural Veterans by State (2015),mailto:vancvas@va.gov,org:Organization,Department of Veterans Affairs,dcat:Distribution,https://www.data.va.gov/sites/default/files/Rural_Urban%20Veterans%20by%20State%202015.xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,xlsx,,Rural Veterans by State (2015),,
dcat:Dataset,public,029:25,TRUE,"2007 Veteran life insurance expenditures by state and county.  Expenditures were derived from Insurance Actuarial reports that used the total Insurance program cash disbursed.  The total cash disbursed was prorated by in-force data by state, which was further prorated by county and congressional district.",VA-VBA-INS2007-001,2017-07-26,expenditure; insurance; veteran,https://creativecommons.org/publicdomain/zero/1.0/,2008-03-01,029:003,Section 9. Federal Government Finances and Employment,2007 Veterans&#039; Insurance Expenditure by State and Congressional District,https://www1.va.gov/VETDATA/docs/Datagov/FY_07_Insurance_Expenditure_by_CD_and_State.csv,R/P1Y,en-US,2007-01-01T00:00:00Z/2007-12-31T00:00:00Z,,https://www1.va.gov/VETDATA/docs/Datagov/FY_07_Insurance_Expenditure_by_CD_and_State.csv,VA-VBA-MASTER-INSURANCE-001,,,,,Dusca Fichtel,mailto:dusca.fichtel@va.gov,org:Organization,Department of Veterans Affairs,dcat:Distribution,,,csv,,csv,https://www1.va.gov/VETDATA/docs/Datagov/FY_07_Insurance_Expenditure_by_CD_and_State.csv,csv
dcat:Dataset,public,029:25,TRUE,"2007 Veteran life insurance expenditures by state and county.  Expenditures were derived from Insurance Actuarial reports that used the total Insurance program cash disbursed.  The total cash disbursed was prorated by in-force data by state, which was further prorated by county and congressional district.",VA-VBA-INS2007-002,2017-07-26,expenditure; insurance; veteran,https://creativecommons.org/publicdomain/zero/1.0/,2008-03-01,029:003,Section 9. Federal Government Finances and Employment,2007 Veterans&#039; Insurance Expenditure by State and County,https://www1.va.gov/VETDATA/docs/Datagov/FY_07_Insurance_Expenditure_by_County_and_State.csv,R/P1Y,en-US,2007-01-01T00:00:00Z/2007-12-31T00:00:00Z,,https://www1.va.gov/VETDATA/docs/Datagov/FY_07_Insurance_Expenditure_by_County_and_State.csv,VA-VBA-MASTER-INSURANCE-001,,,,,Dusca Fichtel,mailto:dusca.fichtel@va.gov,org:Organization,Department of Veterans Affairs,dcat:Distribution,,,csv,,csv,https://www1.va.gov/VETDATA/docs/Datagov/FY_07_Insurance_Expenditure_by_County_and_State.csv,csv
dcat:Dataset,public,029:25,TRUE,2008 Veteran life insurance expenditures by state and county.   Expenditures represented the actual disbursements from Insurance&#039;s Award and Inforce systems.,VA-VBA-INS2008-001,2017-07-26,expenditure; insurance; veteran,https://creativecommons.org/publicdomain/zero/1.0/,2009-03-01,029:003,Section 9. Federal Government Finances and Employment,2008 Veterans&#039; Insurance Expenditure by State and County,https://www1.va.gov/VETDATA/docs/Datagov/FY_08_Insurance_Expenditure_by_County_and_State.csv,R/P1Y,en-US,2008-01-01T00:00:00Z/2008-12-31T00:00:00Z,,https://www1.va.gov/VETDATA/docs/Datagov/FY_08_Insurance_Expenditure_by_County_and_State.csv,VA-VBA-MASTER-INSURANCE-001,,,,,Dusca Fichtel,mailto:dusca.fichtel@va.gov,org:Organization,Department of Veterans Affairs,dcat:Distribution,,,csv,,csv,https://www1.va.gov/VETDATA/docs/Datagov/FY_08_Insurance_Expenditure_by_County_and_State.csv,csv
dcat:Dataset,public,029:25,TRUE,2009 Veteran life insurance expenditures by state.  Expenditures represented the actual disbursements from Insurance&#039;s Award and Inforce systems.,VA-VBA-INS2009-003,2017-07-26,expenditure; insurance; veteran,https://creativecommons.org/publicdomain/zero/1.0/,2010-03-01,029:003,Section 9. Federal Government Finances and Employment,2009 Veterans&#039; Insurance Expenditure by State,https://www1.va.gov/VETDATA/docs/Datagov/FY09_insurance_St_11-13-09_GDX.csv,R/P1Y,en-US,2009-01-01T00:00:00Z/2009-12-31T00:00:00Z,,https://www1.va.gov/VETDATA/docs/Datagov/FY09_insurance_St_11-13-09_GDX.csv,VA-VBA-MASTER-INSURANCE-001,,,,,Dusca Fichtel,mailto:dusca.fichtel@va.gov,org:Organization,Department of Veterans Affairs,dcat:Distribution,,,csv,,csv,https://www1.va.gov/VETDATA/docs/Datagov/FY09_insurance_St_11-13-09_GDX.csv,csv
dcat:Dataset,public,029:15,TRUE,"The VA&#039;s Veteran Health Administration, in support of the Open Data Initiative, is providing the number of Veteran enrollees by state/county for fiscal year 2015.  For additional information about Veteran Priority Groups, see the data assets metadata.",VA-VHA-OPP-001,2017-07-26,county; enrollee; fips; health; healthcare; state; veteran,https://creativecommons.org/publicdomain/zero/1.0/,2015-12-01,029:080,Veteran Health Administration Enrollee by County,FY2015 VHA Enrollees by County,https://raw.githubusercontent.com/vacobrydsk/VAEnrolleesByCountyFY2015/master/VAEnrolleesByCountyFY2015.xlsx,R/P1Y,en-US,2014-10-01T00:00:00Z/2015-09-30T00:00:00Z,https://raw.githubusercontent.com/vacobrydsk/VAEnrolleesByCountyDataDictionary/master/VAEnrolleesByCountyDataDictionary.xlsx,,,application/xls,,,,VHA Open Data,mailto:vhaopendata@va.gov,org:Organization,Department of Veterans Affairs,dcat:Distribution,https://www.data.va.gov/sites/default/files/VAEnrolleesByCountyFY2015.xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,xls,,FY2015VHAEnrolleesbyCounty,,
dcat:Dataset,public,029:15,TRUE,"The VA&#039;s Veteran Health Administration, in support of the Open Data Initiative, is providing the number of Veteran enrollees by state/county for fiscal year 2015.  For additional information about Veteran Priority Groups, see the data assets metadata.",VA-VHA-OPP-001,2017-07-26,county; enrollee; fips; health; healthcare; state; veteran,https://creativecommons.org/publicdomain/zero/1.0/,2015-12-01,029:080,Veteran Health Administration Enrollee by County,FY2015 VHA Enrollees by County,https://raw.githubusercontent.com/vacobrydsk/VAEnrolleesByCountyFY2015/master/VAEnrolleesByCountyFY2015.xlsx,R/P1Y,en-US,2014-10-01T00:00:00Z/2015-09-30T00:00:00Z,https://raw.githubusercontent.com/vacobrydsk/VAEnrolleesByCountyDataDictionary/master/VAEnrolleesByCountyDataDictionary.xlsx,,,application/xls,,,,VHA Open Data,mailto:vhaopendata@va.gov,org:Organization,Department of Veterans Affairs,dcat:Distribution,https://www.data.va.gov/sites/default/files/VAEnrolleesByCountyFY2015.json,application/json,json,,VAEnrolleesByCountyFY2015,,
dcat:Dataset,public,029:25,TRUE,State FY2012 benefit summary for all VBA businesslines.,VA-VBA-ABR2012-077,2017-07-26,fy2012 benefits; fy2012 vba; vba; vba benefits; vba benefits by state,https://creativecommons.org/publicdomain/zero/1.0/,2014-06-27,029:003,ABR 2012,Alabama-FY12 Benefits Summary,https://www.benefits.va.gov/REPORTS/abr_archive.asp,R/P1Y,en-US,2011-10-01T00:00:00Z/2012-09-30T00:00:00Z,,,VA-VBA-MASTER-2012ABR-001,,,,,Sreedhar Pidathala,mailto:Sreedhar.Pidathala@va.gov,org:Organization,Department of Veterans Affairs,dcat:Distribution,https://www.data.va.gov/sites/default/files/Alabama-FY12_Benefits_summary.xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,xlsx,,Alabama-FY12 Benefits Summary,,
dcat:Dataset,public,029:25,TRUE,State FY2012 benefit summary for all VBA businesslines.,VA-VBA-ABR2012-078,2017-07-26,fy2012 benefits; fy2012 vba; vba; vba benefits; vba benefits by state,https://creativecommons.org/publicdomain/zero/1.0/,2014-06-30,029:003,ABR 2012,Alaska FY12 Benefits Summary,https://www.benefits.va.gov/REPORTS/abr_archive.asp,R/P1Y,en-US,2011-10-01T00:00:00Z/2012-09-30T00:00:00Z,,,VA-VBA-MASTER-2012ABR-001,,,,,Sreedhar Pidathala,mailto:Sreedhar.Pidathala@va.gov,org:Organization,Department of Veterans Affairs,dcat:Distribution,https://www.data.va.gov/sites/default/files/Alaska-FY12_Benefits_summary.xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,xlsx,,Alaska FY12 Benefits Summary,,
